"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"252","trainMean",0.6871,1,0.879293211060358,3,0.757013507495918,3,0,2,0.366613320201896,3,0.99347169825059,3,0.61391528950146,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"253","baseMLP",0.4804,3,0.925984723406571,4,0.859102646868948,4,0.07,1,0.666124105640095,4,0.994110437432501,3,0.665953652224686,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"254","baseReg",0.6507,2,1,1,1,1,0,3,1,1,1,1,0.775116666666667,1.5,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"255","baseControl",-0.1129,6,0.953870856541539,3,0.914299548095545,3,0.02,2,0.796591562367967,3,0.993997274978336,4,0.594309873663898,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"256","CPA",0.1561,4,0,6,0,6,0,3,0,6,0,6,0.0260166666666667,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"257","PRnet",0.1388,5,0.620552642560372,5,0.376371852808263,5,0,3,0.134231906744149,5,0.82669652152481,5,0.349442153939599,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"258","trainMean",0.8051,1,0.990102872072137,2,0.979018721755972,2,0,3,0.943048407987422,2,0.996219344900442,2,0.785581557785996,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"259","baseMLP",0.8506,3,0.685660445082556,3,0.474308617234469,3,0.36,1,0.459317171489894,4,0,5,0.471647705634486,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"260","baseReg",0.981,2,0.821101681878782,2,0.714068136272545,2,0,4,0.702307337003671,2,0.00677491039324007,4,0.537542010924706,2.66666666666667,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"261","baseControl",-0.0383,6,0.450569172392575,4,0.0186773547094189,5,0.02,2,0,6,0,5,0.075157754516999,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"262","CPA",0.7202,5,0,6,0,6,0,4,0.381395525716789,5,0.703801124805938,2,0.300899441753788,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"263","PRnet",0.8003,4,0.417393087888422,5,0.265891783567134,4,0.02,2,0.552803814953521,3,1,1,0.509398114401513,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"264","trainMean",0.9911,1,1,1,1,1,0,4,1,1,0.0126525748277015,3,0.667292095804617,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"265","baseMLP",0.8851,3,0.937106984484774,3,0.854337152209493,3,0.12,1,0.628632382308731,5,0.965680613530443,4,0.731809522088907,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"266","baseReg",0.9299,2,1,1,1,1,0,4,0.73697539433807,2,0.967959519177062,2,0.772472485585855,2,1,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"267","baseControl",0.1145,6,0.592464635186804,5,0,6,0.04,2,0,6,0.944745829204391,5,0.281951744065199,5,6,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"268","CPA",0.7088,5,0,6,0.0668985270049101,5,0,4,1,1,0,6,0.295949754500818,4.5,5,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"269","PRnet",0.7722,4,0.676539672842562,4,0.316693944353519,4,0.02,3,0.659740118039414,3,1,1,0.574195622539249,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"270","trainMean",0.9542,1,0.949378021677077,2,0.884001636661211,2,0,4,0.650399757661723,4,0.967946151283185,3,0.734320927880533,2.66666666666667,2,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"271","baseMLP",0.7404,4,0.734492279205105,3,0.479188619599578,3,0.08,1,0.367384119085515,5,0.00281060864868743,5,0.400712604423148,3.5,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"272","baseReg",0.8989,2,0.805723638527924,2,0.624736564805058,2,0,4,0.545704432776568,3,0.00404530762576782,4,0.47985165728922,2.83333333333333,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"273","baseControl",0.1034,6,0.590343219918659,5,0.173867228661749,5,0.04,2,0,6,0,6,0.151268408096735,5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"274","CPA",0.7294,5,0,6,0,6,0,4,0.500477183610496,4,0.60204286181664,2,0.305320007571189,4.5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"275","PRnet",0.8432,3,0.606586648149985,4,0.384351949420442,4,0.01,3,0.638944280809596,2,1,1,0.580513813063337,2.83333333333333,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"276","trainMean",0.9455,1,1,1,1,1,0,4,1,1,0.00589009619158165,3,0.65856501603193,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"277","baseMLP",0.9281,3,0.879990619212823,3,0.772656855151046,3,0.1,1,0.744754942754397,3,0.984762950397356,4,0.73504422791927,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"278","baseReg",0.9557,1,0.961894595534422,2,0.930157500645494,2,0,4,0.919241953328827,2,0.999055962611922,2,0.794341668686778,2.16666666666667,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"279","baseControl",0.0677,6,0.561981933897798,5,0.0979860573199071,5,0.01,3,0,6,0.96302326709818,5,0.283448543052647,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"280","CPA",0.7699,5,0,6,0,6,0,4,0.648371746131414,4,0,6,0.236378624355236,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"281","PRnet",0.8319,4,0.57228462602198,4,0.285179447456752,4,0.02,2,0.599701673016626,5,0.994309810535953,3,0.550562592838552,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"282","trainMean",0.9469,2,1,1,1,1,0,4,1,1,1,1,0.824483333333333,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"283","baseMLP",0.9296,3,0.845411870195287,3,0.75306071458316,3,0.02,1,0.751904076334716,3,0.01210099253103,5,0.552012942274032,3,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"284","baseReg",0.9877,1,1,1,1,1,0,4,1,1,0.0159280811735866,4,0.667271346862265,2,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"285","baseControl",0.2366,6,0.443873043501193,5,0,6,0.02,1,0,6,0,6,0.116745507250199,5,10,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"286","CPA",0.7462,4,0,6,0.0198217706337968,5,0.01,3,0.446357112897192,5,1,1,0.370396480588498,4,9,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"287","PRnet",0.612363636363636,5,0.673788278491271,4,0.716094691133212,4,0,4,0.691957312654368,4,0.634370128304895,2,0.554762341157897,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"292","trainMean",0.984,2,0.944136767013463,2,0.911385025401849,2,0,4,0.913933968268363,2,0.0185292445019869,3,0.628664167530944,2.5,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"293","baseMLP",0.4808,3,0.816658978695778,4,0.644301994301994,4,0,2,0.185827104392054,4,0.986986084816886,4,0.519095693701119,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"294","baseReg",0.7406,2,1,1,1,1,0,2,1,1,1,1,0.7901,1.33333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"295","baseControl",-0.0873999999999999,6,0.946466096048383,3,0.901994301994302,3,0.04,1,0.774132107653253,3,0.991450783095613,3,0.594440548131925,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"296","CPA",0.3546,5,0,6,0,6,0,2,0,6,0,6,0.0591,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"297","PRnet",0.4451,4,0.56439956947363,5,0.313675213675214,5,0,2,0.117280680534163,5,0.830093378929558,5,0.378424807102094,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"298","trainMean",0.9051,1,0.9806946508807,2,0.961538461538462,2,0,2,0.923788992764119,2,0.995572009576068,2,0.794449019126558,1.83333333333333,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"299","baseMLP",0.9445,3,0.832838053789398,3,0.721957671957672,3,0,2,0.714651964186236,3,0.976991999371765,3,0.698489948217512,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"300","baseReg",0.9959,1,1,1,1,1,0,2,1,1,1,1,0.83265,1.16666666666667,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"301","baseControl",0.075,6,0.45566624732243,5,0,6,0.04,1,0,6,0.952614256643115,4,0.253880083994258,4.66666666666667,9,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"302","CPA",0.7496,4,0,6,0.0228395061728396,5,0,2,0.486610913391312,5,0,6,0.209841736594025,4.66666666666667,9,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"303","PRnet",0.612363636363636,5,0.673788278491271,4,0.716094691133212,4,0,2,0.691957312654368,4,0.634370128304895,5,0.554762341157897,4,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"308","trainMean",0.9944,2,0.956234062085614,2,0.927336860670194,2,0,2,0.926662736040787,2,0.998950878991698,2,0.800597422964715,2,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_3"
"309","baseMLP",0.9301,3,0.801854379714035,3,0.702250130821559,4,0,3,0.679387924656204,4,7.66053886991358e-15,5,0.518932072531968,3.66666666666667,8,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"310","baseReg",0.9846,1,0.933054925732266,2,0.904500261643119,2,0,3,0.896868666410395,2,0.0142854020547361,4,0.622218209306753,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"311","baseControl",-0.1637,6,0.450846790986072,5,0.0747645211930926,5,0.02,1,0,6,0,6,0.0636518853631941,4.83333333333333,10,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"312","CPA",0.7024,4,0,6,0,6,0.01,2,0.280449108767927,5,1,1,0.332141518127988,4,9,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"313","PRnet",0.612363636363636,5,0.673788278491271,4,0.716094691133212,3,0,3,0.691957312654368,3,0.634370128304895,2,0.554762341157897,3.33333333333333,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"318","trainMean",0.9767,2,1,1,1,1,0,3,1,1,0.020671693984839,3,0.66622861566414,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_3"
"319","baseMLP",0.6348,3,0.875967317806161,4,0.738062283737024,4,0.01,2,0.416398124452296,4,0.991830336774956,4,0.611176343795073,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"320","baseReg",0.8064,1,1,1,1,1,0,3,1,1,1,1,0.801066666666667,1.33333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"321","baseControl",0.0316,6,0.946262208865515,3,0.887024221453287,3,0.03,1,0.748127769068825,3,0.992941362329028,2,0.605992593619442,3,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"322","CPA",0.3805,4,0,6,0,6,0,3,0.274433268278036,5,0,6,0.109155544713006,5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"323","PRnet",0.3642,5,0.539960555972953,5,0.192387543252595,5,0,3,0,6,0.819904317913251,5,0.3194087361898,4.83333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"324","trainMean",0.7884,2,0.955447032306536,2,0.907785467128028,2,0,3,0.785188340321832,2,0.992563714222251,3,0.738230758996441,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_3"
"325","baseMLP",0.9084,3,0.8040003487409,3,0.65241365966915,3,0.16,1,0.649114540643076,4,2.77555756156289e-15,5,0.528988091508855,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"326","baseReg",0.9875,2,0.881304581583574,2,0.796749540485634,2,0,4,0.792994075080209,2,0.00596916929272695,4,0.577419561073691,2.66666666666667,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"327","baseControl",0.046,6,0.479925601941324,5,0,6,0.04,2,0,6,0,6,0.0943209336568874,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"328","CPA",0.728,5,0,6,0.0466286156525104,5,0,4,0.575050701388726,5,0.698914199062657,2,0.341432252683982,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"329","PRnet",0.7975,4,0.483405745506328,4,0.371094127890104,4,0.01,3,0.779594857263296,3,1,1,0.573599121776621,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"330","trainMean",0.9936,1,1,1,1,1,0,4,1,1,0.0092818783668478,3,0.667146979727808,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_3"
"331","baseMLP",0.6558,3,0.815584527343918,4,0.626500795602488,4,0,2,0.0890466346247911,5,0.989211601871662,4,0.529357259907143,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"332","baseReg",0.7764,2,1,1,1,1,0,2,1,1,1,1,0.796066666666667,1.33333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"333","baseControl",-0.0430999999999999,6,0.974450324856934,3,0.947634890785477,3,0.03,1,0.885135091071533,3,0.994056768691775,3,0.631362845900953,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"334","CPA",0.3927,5,0,6,0,6,0,2,0,6,0,6,0.06545,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"335","PRnet",0.4709,4,0.541345036788434,5,0.283379140749313,5,0,2,0.0949452527373631,4,0.801681375298258,5,0.365375134262228,4.16666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"336","trainMean",0.8579,1,0.977591325674455,2,0.956603500650947,2,0,2,0.89539979522763,2,0.994692432655943,2,0.780364509034829,1.83333333333333,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_3"
"337","baseMLP",0.7283,3,0.903120102578715,3,0.776825785393717,3,0.09,1,0.21714266131485,5,0.233471481846503,3,0.491476671855631,3,3,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"338","baseReg",0.9098,2,1,1,1,1,0,3,0.770151772824825,2,0.22853323311419,4,0.651414167656503,2.16666666666667,1,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"339","baseControl",0.1161,6,0.853876213542833,4,0.663198694410445,5,0.06,2,0,6,0,6,0.282195817992213,4.83333333333333,10,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"340","CPA",0.3442,5,0,6,0,6,0,3,1,1,1,1,0.3907,3.66666666666667,9,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"341","PRnet",0.612363636363636,4,0.673788278491271,5,0.716094691133212,4,0,3,0.691957312654368,3,0.634370128304895,2,0.554762341157897,3.5,4,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"346","trainMean",0.9532,1,0.918456027517147,2,0.810281517747858,2,0,3,0.324540247857061,4,0.118811362686877,5,0.520881525968157,2.83333333333333,2,"sciplex3_comb","A549_CHEMBL4297436+CHEMBL383824_3.0+3.0_3"
"347","baseMLP",0.9202,3,0.882926466210182,3,0.761392009987516,3,0,3,0.687279686315358,5,0.00688470785414463,4,0.543113811727867,3.5,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"348","baseReg",0.9745,1,1,1,1,1,0,3,0.912627271629904,2,0.00719413396347479,3,0.649053567598896,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"349","baseControl",0.2552,6,0.542711744566835,5,0,6,0.02,1,0,6,0,6,0.136318624094473,5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"350","CPA",0.7209,5,0,6,0.0820848938826467,5,0,3,1,1,0.59904219520649,2,0.400337848181523,3.66666666666667,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"351","PRnet",0.853,4,0.699743227150938,4,0.456772784019975,4,0.02,1,0.860714959019451,4,1,1,0.648371828365061,3,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"352","trainMean",0.9484,2,0.975401905328967,2,0.948970037453184,2,0,3,0.87736216280732,3,0.00630120505442067,5,0.626072551773982,2.83333333333333,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_3"
"353","baseMLP",-0.4009,6,0.651026851301929,5,0.144612683783191,5,0,2,0,6,0,6,0.0657899225141865,5,10,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"354","baseReg",0.1088,3,0.960572244277036,3,0.911125740618828,3,0,2,0.896164853227858,4,0.168842137511687,5,0.507584162605902,3.33333333333333,8,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"355","baseControl",-0.1202,4,1,1,1,1,0.02,1,1,1,0.168879929586447,3,0.511446654931075,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"356","CPA",-0.2613,5,0,6,0,6,0,2,0.917526355023269,3,1,1,0.276037725837211,3.83333333333333,9,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"357","PRnet",0.612363636363636,1,0.673788278491271,4,0.716094691133212,4,0,2,0.691957312654368,5,0.634370128304895,2,0.554762341157897,3,3,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"362","trainMean",0.1333,2,0.976837235472477,2,0.947772657450077,2,0,2,0.944409301800584,2,0.168845748342864,4,0.528527490511,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL4297436_3.0_3"
"363","baseMLP",0.2969,5,0.966574309889638,4,0.932151898734177,4,0.03,2,0.863032644991344,4,0.995478395030631,4,0.680689541440965,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"364","baseReg",0.3835,3,1,1,1,1,0,3,1,1,1,1,0.730583333333333,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"365","baseControl",-0.0618000000000001,6,0.975212933680371,3,0.948185654008439,3,0.05,1,0.912715675656215,3,0.995792418452482,3,0.636684446966251,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"366","CPA",0.3547,4,0,6,0,6,0,3,0.273856705259021,5,0,6,0.104759450876504,5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"367","PRnet",0.4189,2,0.617689587939511,5,0.282700421940928,5,0,3,0,6,0.918095176857124,5,0.372897531122927,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"368","trainMean",0.8893,1,0.983441082906533,2,0.966413502109705,2,0,3,0.948861880574715,2,0.996737299681027,2,0.797458960878663,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_3"
"369","baseMLP",0.2368,5,0.701301641199774,4,0.235862311204777,5,0,2,0,6,0.999497474057846,2,0.362243571077066,4,9,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
"370","baseReg",0.3356,3,0.873297491039426,3,0.680189673340358,4,0,2,0.53122448350768,5,0.996373889811174,4,0.56944758961644,3.5,8,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
"371","baseControl",-0.0225,6,1,1,1,1,0.01,1,0.909282611040071,2,0.998611131632678,3,0.649232290445458,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
"372","CPA",0.3024,4,0,6,0,6,0,2,1,1,0,6,0.217066666666667,4.16666666666667,10,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
"373","PRnet",0.612363636363636,1,0.673788278491271,5,0.716094691133212,3,0,2,0.691957312654368,4,0.634370128304895,5,0.554762341157897,3.33333333333333,3,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
"378","trainMean",0.3704,2,0.985049990567817,2,0.958904109589041,2,0,2,0.846964596589071,3,1,1,0.693553116124322,2,1,"sciplex3_comb","A549_CHEMBL1421_3.0_3"
