"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"3776","scELMo",0.4172,10,0.957520362733633,5,0.940251572327044,7,0.119625644331707,12,0.608649394848096,8.5,10,"Norman","OSR2+UBASH3B_3"
"3777","scFoundation",0.2333,13,0.0156746886604706,14,0.484276729559748,14,0.167323914605904,10,0.225143833206531,12.75,15,"Norman","OSR2+UBASH3B_3"
"3778","scGPT",0.619,6,0,15,0.990566037735849,2,1,1,0.652391509433962,6,3,"Norman","OSR2+UBASH3B_3"
"3779","scouter",0.6462,4,0.0759730001436162,13,0.908805031446541,12,0,15,0.407744507897539,11,11,"Norman","OSR2+UBASH3B_3"
"3780","trainMean",0.7563,2,0.955889292382183,7,0.937106918238994,9,0.196214214625018,7,0.711377606311549,6.25,4,"Norman","OSR2+UBASH3B_3"
"3781","AttentionPert",0.2479,12,0.994827515146519,4,0.986666666666667,4,0.0483994954080195,12,0.569448419305301,8,8,"Norman","PLK4_3"
"3782","baseMLP",0.1594,14,0.41632320817706,12,0,15,0.187340741913202,4,0.190765987522565,11.25,13,"Norman","PLK4_3"
"3783","baseReg",0.4681,2,0.992251576474467,6,0.98,7,0.183702657824139,9,0.656013558574651,6,6,"Norman","PLK4_3"
"3784","biolord",0.2292,13,0.987645798128838,9,0.97,12,0.178541191350854,10,0.591346747369923,11,12,"Norman","PLK4_3"
"3785","baseControl",0.0165,15,0.994745085109014,5,0.98,7,0.186513036465871,6,0.544439530393721,8.25,9,"Norman","PLK4_3"
"3786","CPA",0.3768,8,0.436518567365948,11,0.99,2,0.958689962219524,2,0.690502132396368,5.75,5,"Norman","PLK4_3"
"3787","GEARS",0.3557,11,0.981453241561225,10,0.963333333333333,13,0,15,0.57512164372364,12.25,15,"Norman","PLK4_3"
"3788","GeneCompass",0.4098,7,0.989696245311792,7,0.976666666666667,10,0.0217621112433513,13,0.599481255805452,9.25,10,"Norman","PLK4_3"
"3789","GenePert",0.4339,3,0.995610600502823,3,0.986666666666667,4,0.186635015601542,5,0.650703070692758,3.75,1,"Norman","PLK4_3"
"3790","linearModel",0.4304,4,0.996424597123192,2,0.986666666666667,4,0.18633825211542,7,0.64995737897632,4.25,2,"Norman","PLK4_3"
"3791","scELMo",0.3612,9,0.989655030293039,8,0.976666666666667,10,0.0163701372394379,14,0.585972958549786,10.25,11,"Norman","PLK4_3"
"3792","scFoundation",0.3592,10,0.143747681655195,13,0.626666666666667,14,0.0848824596252894,11,0.303624201986788,12,14,"Norman","PLK4_3"
"3793","scGPT",0.5119,1,0,15,1,1,1,1,0.627975,4.5,4,"Norman","PLK4_3"
"3794","scouter",0.4216,5,0.110219263899765,14,0.98,7,0.263913806798453,3,0.443933267674555,7.25,7,"Norman","PLK4_3"
"3795","trainMean",0.413,6,1,1,0.99,2,0.184482483910342,8,0.646870620977586,4.25,2,"Norman","PLK4_3"
"3796","AttentionPert",0.5914,5,0.955601138727271,8,0.912133891213389,11,0.0432594304595871,12,0.625598615100062,9,9,"Norman","PLK4+STIL_3"
"3797","baseMLP",0.1536,14,0.581287681999866,11,0,15,0.251662178964736,4,0.246637465241151,11,13,"Norman","PLK4+STIL_3"
"3798","baseReg",0.5461,9,1,1,0.98744769874477,5,0.251454444694406,5,0.696250535859794,5,4,"Norman","PLK4+STIL_3"
"3799","biolord",0.5296,11,0.985976784533246,5,0.96234309623431,8,0.242997840653885,10,0.68022943035536,8.5,8,"Norman","PLK4+STIL_3"
"3800","baseControl",0.0153,15,0.976909141449481,6,0.920502092050209,9,0.249191117370478,6,0.540475587717542,9,9,"Norman","PLK4+STIL_3"
"3801","CPA",0.6191,4,0.475878727462689,12,1,1,0.94875570623725,2,0.760933608424985,4.75,3,"Norman","PLK4+STIL_3"
"3802","GEARS",0.5759,6,0.959521504500273,7,0.920502092050209,9,0.0153010625916425,14,0.617806164785531,9,9,"Norman","PLK4+STIL_3"
"3803","GeneCompass",0.5361,10,0.952083353302597,10,0.907949790794979,12,0,15,0.599033286024394,11.75,14,"Norman","PLK4+STIL_3"
"3804","GenePert",0.4684,12,0.994258437413134,4,0.97489539748954,7,0.248350996869897,7,0.671476207943143,7.5,7,"Norman","PLK4+STIL_3"
"3805","linearModel",0.6511,1,0.996012537502276,3,0.99163179916318,3,0.246761288917002,8,0.721376406395615,3.75,1,"Norman","PLK4+STIL_3"
"3806","scELMo",0.5538,8,0.952783076288976,9,0.899581589958159,13,0.0229590626874231,13,0.60728093223364,10.75,12,"Norman","PLK4+STIL_3"
"3807","scFoundation",0.4366,13,0.157562280138411,13,0.531380753138075,14,0.129393002520386,11,0.313734008949218,12.75,15,"Norman","PLK4+STIL_3"
"3808","scGPT",0.5658,7,0,15,0.99581589958159,2,1,1,0.640403974895398,6.25,5,"Norman","PLK4+STIL_3"
"3809","scouter",0.6349,3,0.126870321201607,14,0.98744769874477,5,0.25320304225777,3,0.500605265551037,6.25,5,"Norman","PLK4+STIL_3"
"3810","trainMean",0.6461,2,0.996232998169218,2,0.99163179916318,3,0.246074204841128,9,0.720009750543382,4,2,"Norman","PLK4+STIL_3"
"3811","AttentionPert",0.7276,8,0.986612257710115,9,0.982653946227233,9,0.0383402580716791,11,0.683801615502257,9.25,11,"Norman","PTPN9+UBASH3B_3"
"3812","baseMLP",0.245,14,0,15,0,15,0.122562855683543,9,0.0918907139208856,13.25,14,"Norman","PTPN9+UBASH3B_3"
"3813","baseReg",0.7881,5,0.996960422715739,2,0.988725065047702,4,0.162155142372825,5,0.733985157534066,4,3,"Norman","PTPN9+UBASH3B_3"
"3814","biolord",0.8041,2,1,1,0.993061578490893,2,0.131920658621978,8,0.732270559278218,3.25,1,"Norman","PTPN9+UBASH3B_3"
"3815","baseControl",-0.0156000000000001,15,0.964163331502263,10,0.960104076322637,13,0.162942396321317,4,0.517902451036554,10.5,13,"Norman","PTPN9+UBASH3B_3"
"3816","CPA",0.6922,9,0.655387271443145,11,0.985255854293148,8,0.911897428469349,2,0.811185138551411,7.5,6,"Norman","PTPN9+UBASH3B_3"
"3817","GEARS",0.7721,6,0.993104711083209,5,0.986123156981787,7,0,15,0.687831967016249,8.25,8,"Norman","PTPN9+UBASH3B_3"
"3818","GeneCompass",0.7916,3,0.996908106411363,3,0.98959236773634,3,0.0338398912762681,13,0.702985091355993,5.5,4,"Norman","PTPN9+UBASH3B_3"
"3819","GenePert",0.7897,4,0.996353553584975,4,0.988725065047702,4,0.163463350795866,3,0.734560492357136,3.75,2,"Norman","PTPN9+UBASH3B_3"
"3820","linearModel",0.6354,12,0.987140652384316,8,0.981786643538595,10,0.161049368404803,6,0.691344166081929,9,10,"Norman","PTPN9+UBASH3B_3"
"3821","scELMo",0.7668,7,0.99191189934343,6,0.986990459670425,6,0.0357273643359091,12,0.695357430837441,7.75,7,"Norman","PTPN9+UBASH3B_3"
"3822","scFoundation",0.4344,13,0.515551021475843,13,0.873373807458803,14,0.0117668448205539,14,0.4587729184388,13.5,15,"Norman","PTPN9+UBASH3B_3"
"3823","scGPT",0.6853,10,0.449904522744513,14,0.980919340849957,12,1,1,0.779030965898617,9.25,11,"Norman","PTPN9+UBASH3B_3"
"3824","scouter",0.8776,1,0.550226268016427,12,1,1,0.0725201447062929,10,0.62508660318068,6,5,"Norman","PTPN9+UBASH3B_3"
"3825","trainMean",0.6403,11,0.987538256297575,7,0.981786643538595,10,0.160025142222394,7,0.692412510514641,8.75,9,"Norman","PTPN9+UBASH3B_3"
"3826","AttentionPert",0.8643,5,0.981718566556717,5,0.972972972972973,5,0.0396732936033355,12,0.714666208283256,6.75,6,"Norman","PTPN12+UBASH3B_3"
"3827","baseMLP",0.3721,14,0.487467620804681,11,0,15,0.146385722071391,3,0.251488335719018,10.75,13,"Norman","PTPN12+UBASH3B_3"
"3828","baseReg",0.9045,2,0.993859600081996,2,0.983108108108108,3,0.144731555202459,6,0.756549815848141,3.25,2,"Norman","PTPN12+UBASH3B_3"
"3829","biolord",0.9149,1,1,1,1,1,0.138095319760428,9,0.763248829940107,3,1,"Norman","PTPN12+UBASH3B_3"
"3830","baseControl",-0.0307999999999999,15,0.909291664337228,10,0.820945945945946,13,0.144915148286577,5,0.461088189642438,10.75,13,"Norman","PTPN12+UBASH3B_3"
"3831","CPA",0.7925,11,0.355826391606567,12,0.959459459459459,8,0.910722233913213,2,0.75462702124481,8.25,8,"Norman","PTPN12+UBASH3B_3"
"3832","GEARS",0.7996,10,0.968226458694396,8,0.945945945945946,11,0.0141014479659407,13,0.681968463151571,10.5,12,"Norman","PTPN12+UBASH3B_3"
"3833","GeneCompass",0.8066,9,0.972018784592162,7,0.952702702702703,10,0,15,0.682830371823716,10.25,11,"Norman","PTPN12+UBASH3B_3"
"3834","GenePert",0.7582,12,0.966810160079015,9,0.932432432432432,12,0.144725147446427,7,0.700541934989469,10,10,"Norman","PTPN12+UBASH3B_3"
"3835","linearModel",0.8342,7,0.986973779840107,4,0.972972972972973,5,0.143306112397975,8,0.734363216302764,6,4,"Norman","PTPN12+UBASH3B_3"
"3836","scELMo",0.8225,8,0.973369858929204,6,0.956081081081081,9,0.00965247600036268,14,0.690400854002662,9.25,9,"Norman","PTPN12+UBASH3B_3"
"3837","scFoundation",0.422,13,0.0938111477609437,14,0.5,14,0.051448110171611,10,0.266814814483139,12.75,15,"Norman","PTPN12+UBASH3B_3"
"3838","scGPT",0.8855,4,0,15,0.976351351351351,4,1,1,0.715462837837838,6,4,"Norman","PTPN12+UBASH3B_3"
"3839","scouter",0.9034,3,0.154525633141388,13,1,1,0.0457201784873006,11,0.525911452907172,7,7,"Norman","PTPN12+UBASH3B_3"
"3840","trainMean",0.8403,6,0.987980097277352,3,0.972972972972973,5,0.145453319120016,4,0.736676597342585,4.5,3,"Norman","PTPN12+UBASH3B_3"
"3841","AttentionPert",0.2233,12,0.992499043995803,5,0.990243902439024,5,0.0187734298658466,11,0.556204094075169,8.25,8,"Norman","PTPN13_3"
"3842","baseMLP",0.1525,14,0.250492709855178,12,0,15,0.141832792000789,3,0.136206375463992,11,13,"Norman","PTPN13_3"
"3843","baseReg",0.3676,8,0.967750791767578,9,0.960975609756098,11,0.127262704231914,9,0.605897276438897,9.25,10,"Norman","PTPN13_3"
"3844","biolord",0.2993,11,0.958239775657682,10,0.946341463414634,13,0.130223063510507,8,0.583526075645706,10.5,12,"Norman","PTPN13_3"
"3845","baseControl",-0.00609999999999999,15,0.992224499200879,6,0.985365853658537,8,0.1411263215051,4,0.528154168591129,8.25,8,"Norman","PTPN13_3"
"3846","CPA",0.431,5,0.412827125025739,11,0.980487804878049,10,1,1,0.706078732475947,6.75,5,"Norman","PTPN13_3"
"3847","GEARS",0.3458,9,0.986213929226274,8,0.982926829268293,9,0.0120916229327408,13,0.581758095356827,9.75,11,"Norman","PTPN13_3"
"3848","GeneCompass",0.3928,6,0.996215203898536,3,0.995121951219512,3,0,15,0.596034288779512,6.75,5,"Norman","PTPN13_3"
"3849","GenePert",0.4343,3,0.991420475158599,7,0.98780487804878,7,0.140476489419661,7,0.63850046065676,6,3,"Norman","PTPN13_3"
"3850","linearModel",0.4975,1,1,1,1,1,0.140752245653234,6,0.659563061413309,2.25,1,"Norman","PTPN13_3"
"3851","scELMo",0.3865,7,0.995528841911224,4,0.992682926829268,4,0.00712012578170651,14,0.59545797363055,7.25,7,"Norman","PTPN13_3"
"3852","scFoundation",0.301,10,0.19579946463765,13,0.753658536585366,14,0.0154611816304281,12,0.316479795713361,12.25,14,"Norman","PTPN13_3"
"3853","scGPT",0.47,2,0,15,0.990243902439024,5,0.994994234540325,2,0.613809534244837,6,3,"Norman","PTPN13_3"
"3854","scouter",0.1747,13,0.121819447576652,14,0.953658536585366,12,0.0905284167843228,10,0.335176600236585,12.25,14,"Norman","PTPN13_3"
"3855","trainMean",0.4323,4,0.998901820820301,2,0.997560975609756,2,0.141027472111904,5,0.64244756713549,3.25,2,"Norman","PTPN13_3"
"3856","AttentionPert",0.5274,7,0.983769351048363,7,0.982456140350877,8,0.00229477046935322,14,0.623980065467148,9,9,"Norman","RHOXF2_3"
"3857","baseMLP",0.1981,14,0.353526394235605,12,0,15,0.149524449896588,7,0.175287711033048,12,14,"Norman","RHOXF2_3"
"3858","baseReg",0.38,12,0.96297583233511,10,0.949874686716792,12,0.144303064771145,9,0.609288395955762,10.75,12,"Norman","RHOXF2_3"
"3859","biolord",0.4476,10,0.983906511462039,6,0.977443609022556,9,0.148495091900459,8,0.639361303096264,8.25,8,"Norman","RHOXF2_3"
"3860","baseControl",-0.00980000000000003,15,0.967867887089547,9,0.949874686716792,12,0.155941519428668,6,0.515971023308752,10.5,11,"Norman","RHOXF2_3"
"3861","CPA",0.6053,2,0.403544225089383,11,0.987468671679198,4,0.963405850154819,2,0.73992968673085,4.75,3,"Norman","RHOXF2_3"
"3862","GEARS",0.5593,3,0.988012179844734,5,0.989974937343358,2,0,15,0.634321779297023,6.25,5,"Norman","RHOXF2_3"
"3863","GeneCompass",0.4109,11,0.977651996598422,8,0.974937343358396,10,0.0203942635963311,12,0.595970900888287,10.25,10,"Norman","RHOXF2_3"
"3864","GenePert",0.5566,4,0.991176013386856,2,0.989974937343358,2,0.156990597181667,4,0.67368538697797,3,2,"Norman","RHOXF2_3"
"3865","linearModel",0.6987,1,1,1,1,1,0.157389846339565,3,0.714022461584891,1.5,1,"Norman","RHOXF2_3"
"3866","scELMo",0.5419,5,0.988222492479037,4,0.987468671679198,4,0.0182623902162246,13,0.633963388593615,6.5,6,"Norman","RHOXF2_3"
"3867","scFoundation",0.4667,9,0.236437121094357,13,0.804511278195489,14,0.0306757175095747,11,0.384581029199855,11.75,13,"Norman","RHOXF2_3"
"3868","scGPT",0.5411,6,0,15,0.987468671679198,4,1,1,0.632142167919799,6.5,6,"Norman","RHOXF2_3"
"3869","scouter",0.3437,13,0.0918974771627912,14,0.964912280701754,11,0.0939173781177693,10,0.373606783995579,12,14,"Norman","RHOXF2_3"
"3870","trainMean",0.525,8,0.988313932754821,3,0.984962406015038,7,0.15654874291473,5,0.663706270421147,5.75,4,"Norman","RHOXF2_3"
"3871","AttentionPert",0.6606,8,0.955543467937593,8,0.808333333333333,10,0.0266194053427246,12,0.612774051653413,9.5,10,"Norman","RHOXF2+SET_3"
"3872","baseMLP",0.455,14,0.812572849483254,11,0,15,0.161698926954764,9,0.357317944109505,12.25,15,"Norman","RHOXF2+SET_3"
"3873","baseReg",0.7449,4,0.989328360141943,4,0.933333333333333,4,0.163833179769853,7,0.707848718311282,4.75,4,"Norman","RHOXF2+SET_3"
"3874","biolord",0.7752,3,0.992376166670984,3,0.958333333333333,3,0.16571146334764,6,0.722905240837989,3.75,3,"Norman","RHOXF2+SET_3"
"3875","baseControl",0.0259,15,0.920057675205705,10,0.55,13,0.161067447314682,10,0.414256280630097,12,13,"Norman","RHOXF2+SET_3"
"3876","CPA",0.7335,6,0.376537933535369,12,0.925,6,0.979917109463982,2,0.753738760749838,6.5,5,"Norman","RHOXF2+SET_3"
"3877","GEARS",0.641,11,0.964842299755657,7,0.833333333333333,8,0.00442473998774473,13,0.610900093269184,9.75,11,"Norman","RHOXF2+SET_3"
"3878","GeneCompass",0.5475,12,0.941858557601817,9,0.716666666666667,12,0,15,0.551506306067121,12,13,"Norman","RHOXF2+SET_3"
"3879","GenePert",0.6486,9,0.966370520026593,6,0.808333333333333,10,0.162902119064038,8,0.646551493105991,8.25,7,"Norman","RHOXF2+SET_3"
"3880","linearModel",0.8101,1,1,1,1,1,0.170475323002599,4,0.74514383075065,1.75,1,"Norman","RHOXF2+SET_3"
"3881","scELMo",0.6466,10,0.96921111024771,5,0.833333333333333,8,0.00343551675814602,14,0.613144990084797,9.25,9,"Norman","RHOXF2+SET_3"
"3882","scFoundation",0.4856,13,0.246147071774549,13,0.266666666666667,14,0.194413665210487,3,0.298206850912926,10.75,12,"Norman","RHOXF2+SET_3"
"3883","scGPT",0.7294,7,0,15,0.9,7,1,1,0.65735,7.5,6,"Norman","RHOXF2+SET_3"
"3884","scouter",0.7439,5,0.139620621476244,14,0.933333333333333,4,0.0610926712516345,11,0.469486656515303,8.5,8,"Norman","RHOXF2+SET_3"
"3885","trainMean",0.8082,2,0.999317912986419,2,0.991666666666667,2,0.170143222896196,5,0.74233195063732,2.75,2,"Norman","RHOXF2+SET_3"
"3886","AttentionPert",0.6833,11,0.93768046416061,9,0.721311475409836,12,0,15,0.585572984892611,11.75,14,"Norman","RHOXF2+ZBTB25_3"
"3887","baseMLP",0.3238,14,0.795599163641959,11,0,15,0.149264663806745,5,0.317165956862176,11.25,13,"Norman","RHOXF2+ZBTB25_3"
"3888","baseReg",0.7523,8,0.987219290543904,5,0.934426229508197,9,0.149857871792304,3,0.705950847961101,6.25,5,"Norman","RHOXF2+ZBTB25_3"
"3889","biolord",0.7308,10,0.988133491432761,4,0.934426229508197,9,0.144660310700455,9,0.699505007910353,8,8,"Norman","RHOXF2+ZBTB25_3"
"3890","baseControl",-0.0253000000000001,15,0.929217317318223,10,0.622950819672131,13,0.148576058105651,6,0.418861048774001,11,12,"Norman","RHOXF2+ZBTB25_3"
"3891","CPA",0.7619,7,0.427692140587804,12,0.967213114754098,4,0.873437510255617,2,0.75756069139938,6.25,5,"Norman","RHOXF2+ZBTB25_3"
"3892","GEARS",0.8058,4,0.992577774961757,3,0.983606557377049,3,0.0109115864568778,12,0.698223979698921,5.5,3,"Norman","RHOXF2+ZBTB25_3"
"3893","GeneCompass",0.7939,5,0.986214574715557,6,0.950819672131147,5,0.00908891121419364,13,0.685005789515225,7.25,7,"Norman","RHOXF2+ZBTB25_3"
"3894","GenePert",0.6536,12,0.973379556295767,8,0.860655737704918,11,0.148498849792644,7,0.659033535948332,9.5,10,"Norman","RHOXF2+ZBTB25_3"
"3895","linearModel",0.8077,3,0.999791815639171,2,1,1,0.147585334163994,8,0.738769287450791,3.5,2,"Norman","RHOXF2+ZBTB25_3"
"3896","scELMo",0.7897,6,0.983182324242616,7,0.950819672131147,5,0.00408732179684246,14,0.681947329542651,8,8,"Norman","RHOXF2+ZBTB25_3"
"3897","scFoundation",0.5253,13,0.200988423139239,13,0.163934426229508,14,0.0897910092621061,10,0.245003464657713,12.5,15,"Norman","RHOXF2+ZBTB25_3"
"3898","scGPT",0.8264,1,0,15,0.950819672131147,5,1,1,0.694304918032787,5.5,3,"Norman","RHOXF2+ZBTB25_3"
"3899","scouter",0.7432,9,0.142687750613239,14,0.942622950819672,8,0.0378987292384045,11,0.466602357667829,10.5,11,"Norman","RHOXF2+ZBTB25_3"
"3900","trainMean",0.8096,2,1,1,0.991803278688525,2,0.149395131469356,4,0.73769960253947,2.25,1,"Norman","RHOXF2+ZBTB25_3"
"3901","AttentionPert",0.7283,12,0.914401361482913,10,0.848184818481848,12,0.00584710134155231,14,0.624183320326578,12,14,"Norman","SAMD1+UBASH3B_3"
"3902","baseMLP",0.3931,14,0.49299480244699,11,0,15,0.215173067689569,3,0.27531696753414,10.75,12,"Norman","SAMD1+UBASH3B_3"
"3903","baseReg",0.8925,4,0.994462076261442,2,0.98019801980198,6,0.214913144625853,4,0.770518310172319,4,2,"Norman","SAMD1+UBASH3B_3"
"3904","biolord",0.9268,1,1,1,1,1,0.207478081905723,9,0.783569520476431,3,1,"Norman","SAMD1+UBASH3B_3"
"3905","baseControl",-0.0294000000000001,15,0.91483372429971,9,0.818481848184819,13,0.213327560178301,7,0.479310783165707,11,13,"Norman","SAMD1+UBASH3B_3"
"3906","CPA",0.7985,9,0.398288947150545,12,0.96039603960396,7,0.991413584159418,2,0.787149642728481,7.5,7,"Norman","SAMD1+UBASH3B_3"
"3907","GEARS",0.8012,7,0.957380065314383,7,0.927392739273927,10,0,15,0.671493201147078,9.75,10,"Norman","SAMD1+UBASH3B_3"
"3908","GeneCompass",0.8011,8,0.970976496021342,6,0.947194719471947,8,0.0195458648060777,13,0.684704270074842,8.75,9,"Norman","SAMD1+UBASH3B_3"
"3909","GenePert",0.7745,10,0.972577158364381,5,0.937293729372937,9,0.21395046325025,6,0.724580337746892,7.5,7,"Norman","SAMD1+UBASH3B_3"
"3910","linearModel",0.8697,6,0.993643346672186,4,0.986798679867987,4,0.213103742229495,8,0.765811442192417,5.5,5,"Norman","SAMD1+UBASH3B_3"
"3911","scELMo",0.7539,11,0.95017708477071,8,0.914191419141914,11,0.0295090340062685,12,0.661944384479723,10.5,11,"Norman","SAMD1+UBASH3B_3"
"3912","scFoundation",0.5103,13,0.119525320822409,14,0.544554455445545,14,0.0857726063662508,11,0.315038095658551,13,15,"Norman","SAMD1+UBASH3B_3"
"3913","scGPT",0.8963,3,0,15,0.99009900990099,2,1,1,0.721599752475248,5.25,4,"Norman","SAMD1+UBASH3B_3"
"3914","scouter",0.8977,2,0.136359873050918,13,0.99009900990099,2,0.0919319280619957,10,0.529022702753476,6.75,6,"Norman","SAMD1+UBASH3B_3"
"3915","trainMean",0.8737,5,0.994222896830873,3,0.986798679867987,4,0.214080564913477,5,0.767200535403084,4.25,3,"Norman","SAMD1+UBASH3B_3"
"3916","AttentionPert",0.7623,11,0.915821610619788,10,0.623076923076923,13,0,15,0.575299633424178,12.25,14,"Norman","SAMD1+ZBTB1_3"
"3917","baseMLP",0.7269,13,0.960445973450531,7,0.784615384615385,12,0.2170724358073,4,0.672258448468304,9,10,"Norman","SAMD1+ZBTB1_3"
"3918","baseReg",0.9042,5,0.997604423710802,4,0.953846153846154,5,0.216890465012464,5,0.768135260642355,4.75,4,"Norman","SAMD1+ZBTB1_3"
"3919","biolord",0.9268,2,0.999135431113673,3,0.984615384615385,2,0.216501525773259,8,0.781763085375579,3.75,2,"Norman","SAMD1+ZBTB1_3"
"3920","baseControl",-0.0556000000000001,15,0.905032511392496,11,0.492307692307692,14,0.216887574649115,6,0.389656944587326,11.5,13,"Norman","SAMD1+ZBTB1_3"
"3921","CPA",0.7786,10,0.393694050685351,12,0.861538461538462,8,0.978423014847434,2,0.753063881767812,8,7,"Norman","SAMD1+ZBTB1_3"
"3922","GEARS",0.7934,8,0.954339955690845,9,0.807692307692308,10,0.0392174769545346,13,0.648662435084422,10,12,"Norman","SAMD1+ZBTB1_3"
"3923","GeneCompass",0.8047,7,0.970829806012356,5,0.869230769230769,7,0.0225581503144227,14,0.666829681389387,8.25,9,"Norman","SAMD1+ZBTB1_3"
"3924","GenePert",0.7432,12,0.964597705290081,6,0.792307692307692,11,0.21783719575063,3,0.679485648337101,8,7,"Norman","SAMD1+ZBTB1_3"
"3925","linearModel",0.9267,3,0.999324555557557,2,0.984615384615385,2,0.216065634322324,9,0.781676393623816,4,3,"Norman","SAMD1+ZBTB1_3"
"3926","scELMo",0.7919,9,0.960013689007367,8,0.830769230769231,9,0.0415938041440168,12,0.656069180980154,9.5,11,"Norman","SAMD1+ZBTB1_3"
"3927","scFoundation",0.4957,14,0.152524361029557,14,0,15,0.112461386714437,10,0.190171436935999,13.25,15,"Norman","SAMD1+ZBTB1_3"
"3928","scGPT",0.8712,6,0,15,0.930769230769231,6,1,1,0.700492307692308,7,5,"Norman","SAMD1+ZBTB1_3"
"3929","scouter",0.9238,4,0.165384823213675,13,1,1,0.0574098651891192,11,0.536648672100698,7.25,6,"Norman","SAMD1+ZBTB1_3"
"3930","trainMean",0.9278,1,1,1,0.984615384615385,2,0.21665364607057,7,0.782267257671489,2.75,1,"Norman","SAMD1+ZBTB1_3"
"3931","AttentionPert",0.7135,10,0.963149047265761,8,0.827586206896552,10,0.0258165719477683,13,0.63251295652752,10.25,12,"Norman","SGK1+TBX3_3"
"3932","baseMLP",0.4982,14,0.933388428199806,10,0.672413793103448,13,0.178900548748858,4,0.570725692513028,10.25,12,"Norman","SGK1+TBX3_3"
"3933","baseReg",0.9045,5,0.999389573922598,3,0.982758620689655,5,0.182417404180011,3,0.767266399698066,4,3,"Norman","SGK1+TBX3_3"
"3934","biolord",0.9208,3,0.999258097536696,4,0.991379310344828,2,0.177086065639762,9,0.772130868380322,4.5,4,"Norman","SGK1+TBX3_3"
"3935","baseControl",0.0412,15,0.918043255730962,11,0.586206896551724,14,0.178029460026521,6,0.430869903077302,11.5,14,"Norman","SGK1+TBX3_3"
"3936","CPA",0.6612,11,0.371702525285726,12,0.801724137931034,11,0.943060110525037,2,0.694421693435449,9,10,"Norman","SGK1+TBX3_3"
"3937","GEARS",0.7306,8,0.965393536996516,6,0.836206896551724,7,0.0276394889066537,12,0.639959980613723,8.25,6,"Norman","SGK1+TBX3_3"
"3938","GeneCompass",0.7225,9,0.965309016462722,7,0.836206896551724,7,0.0581994150070121,11,0.645553832005364,8.5,8,"Norman","SGK1+TBX3_3"
"3939","GenePert",0.6561,12,0.960162655071702,9,0.793103448275862,12,0.178128275834476,5,0.64687359479551,9.5,11,"Norman","SGK1+TBX3_3"
"3940","linearModel",0.9228,1,1,1,0.991379310344828,2,0.177466414507609,8,0.772911431213109,3,1,"Norman","SGK1+TBX3_3"
"3941","scELMo",0.734,7,0.966482912765418,5,0.836206896551724,7,0.00359667643385353,14,0.635071621437749,8.25,6,"Norman","SGK1+TBX3_3"
"3942","scFoundation",0.539,13,0.195148521360217,13,0,15,0.0936489536897466,10,0.206949368762491,12.75,15,"Norman","SGK1+TBX3_3"
"3943","scGPT",0.7882,6,0,15,0.905172413793103,6,1,1,0.673343103448276,7,5,"Norman","SGK1+TBX3_3"
"3944","scouter",0.9089,4,0.187466543955373,14,1,1,0,15,0.524091635988843,8.5,8,"Norman","SGK1+TBX3_3"
"3945","trainMean",0.9215,2,0.999605570842294,2,0.991379310344828,2,0.177905689321081,7,0.772597642627051,3.25,2,"Norman","SGK1+TBX3_3"
"3946","AttentionPert",-0.2475,11,0.970558396870718,8,0.95,11,0.0449263804990497,11,0.429496194342442,10.25,13,"Norman","SLC38A2_3"
"3947","baseMLP",-0.0515000000000001,4,0.415916245698807,11,0,15,0.145020968079128,3,0.127359303444484,8.25,8,"Norman","SLC38A2_3"
"3948","baseReg",-0.1156,6,0.958237896520348,10,0.935714285714286,13,0.138568740768384,8,0.479230230750754,9.25,11,"Norman","SLC38A2_3"
"3949","biolord",-0.2544,14,0.98500203947162,2,0.978571428571429,3,0.135572577742655,9,0.461186511446426,7,5,"Norman","SLC38A2_3"
"3950","baseControl",-0.0247999999999999,3,1,1,1,1,0.144380824629144,6,0.529895206157286,2.75,1,"Norman","SLC38A2_3"
"3951","CPA",0.0134,1,0.408971583362095,12,0.989285714285714,2,0.927805152486556,2,0.584865612533591,4.25,2,"Norman","SLC38A2_3"
"3952","GEARS",-0.3131,15,0.965987888676226,9,0.946428571428571,12,0.0337129961443593,12,0.408257364062289,12,14,"Norman","SLC38A2_3"
"3953","GeneCompass",-0.1808,8,0.984960204156339,3,0.978571428571429,3,0.0610758117646467,10,0.460951861123103,6,4,"Norman","SLC38A2_3"
"3954","GenePert",-0.2532,13,0.972169056509052,7,0.957142857142857,9,0.144579688485779,5,0.455172900534422,8.5,10,"Norman","SLC38A2_3"
"3955","linearModel",-0.2399,10,0.976049282001402,6,0.964285714285714,8,0.142874218207393,7,0.460827303623627,7.75,7,"Norman","SLC38A2_3"
"3956","scELMo",-0.2517,12,0.979657577944422,5,0.967857142857143,7,0.0139646517921053,14,0.427444843148417,9.5,12,"Norman","SLC38A2_3"
"3957","scFoundation",-0.1664,7,0.112871680629203,14,0.517857142857143,14,0,15,0.116082205871586,12.5,15,"Norman","SLC38A2_3"
"3958","scGPT",-0.0749,5,0,15,0.957142857142857,9,1,1,0.470560714285714,7.5,6,"Norman","SLC38A2_3"
"3959","scouter",-0.0228999999999999,2,0.175927959587086,13,0.975,5,0.0242226952852649,13,0.288062663718088,8.25,8,"Norman","SLC38A2_3"
