"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"5613","baseReg",0.9742,4,0.966554863440345,4,0.923770491803279,5,0,2,0.306151650552176,7,0.988441260834572,4,0.693186377771729,4.33333333333333,4,"Replogle_exp6","HUS1+SQLE_3"
"5614","biolord",0.9863,2,0.998811691423095,2,0.998770491803279,2,0,2,0.38304541446867,6,0.998897831024814,3,0.72763757145331,2.83333333333333,2,"Replogle_exp6","HUS1+SQLE_3"
"5615","baseControl",0.0663,14,0.801916626736943,11,0.612295081967213,13,0,2,0,15,0.946141418734438,10,0.404442187906432,10.8333333333333,14,"Replogle_exp6","HUS1+SQLE_3"
"5616","CPA",-0.4739,15,0,15,0,15,0,2,0.0623907228357518,14,0,15,-0.0685848795273747,12.6666666666667,15,"Replogle_exp6","HUS1+SQLE_3"
"5617","GEARS",0.5794,10,0.825356971729756,10,0.674180327868853,11,0,2,0.1297091919841,13,0.944063046234988,11,0.525451589636283,9.5,12,"Replogle_exp6","HUS1+SQLE_3"
"5618","GeneCompass",0.4597,11,0.826238620028749,9,0.675819672131148,10,0,2,0.134685505925251,12,0.953356311307977,9,0.508300018232188,8.83333333333333,10,"Replogle_exp6","HUS1+SQLE_3"
"5619","GenePert",0.7953,7,0.879712505989459,6,0.760655737704918,8,0,2,0.145097658293109,11,0.964285837026237,7,0.590841956502287,6.83333333333333,8,"Replogle_exp6","HUS1+SQLE_3"
"5620","linearModel",0.9873,1,1,1,1,1,0,2,0.383953255525502,5,1,1,0.72854220925425,1.83333333333333,1,"Replogle_exp6","HUS1+SQLE_3"
"5621","scELMo",0.7044,8,0.86857690464782,8,0.756967213114754,9,0,2,0.219219331410553,10,0.956413598251113,8,0.584262841237373,7.5,9,"Replogle_exp6","HUS1+SQLE_3"
"5622","scFoundation",0.3728,12,0.569563967417345,13,0.604918032786885,14,0,2,0.580898725286549,3,0.652836146385683,12,0.463502811979411,9.33333333333333,11,"Replogle_exp6","HUS1+SQLE_3"
"5623","scGPT",0.3067,13,0.319501677048395,14,0.645081967213115,12,0,2,0.663321726915433,2,0.128913460209276,14,0.343919805231036,9.5,12,"Replogle_exp6","HUS1+SQLE_3"
"5624","scouter",0.9453,6,0.589381887877336,12,0.965983606557377,4,0,2,1,1,0.476578524496192,13,0.662874003155151,6.33333333333333,6,"Replogle_exp6","HUS1+SQLE_3"
"5625","trainMean",0.9843,3,0.998562529947293,3,0.997950819672131,3,0,2,0.386986864324462,4,0.999400475055647,2,0.727866781499922,2.83333333333333,2,"Replogle_exp6","HUS1+SQLE_3"
"5626","AttentionPert",0.1151,7,0.943359138010532,10,0.887511916110582,12,0,2,0.403393031805457,13,0.088340075842628,14,0.406284026961533,9.66666666666667,14,"Replogle_exp6","HUS1+SREBF2_3"
"5627","baseMLP",-0.112,15,0.686606644502148,13,0.378455672068637,14,0.03,1,0,15,0.40540114630572,4,0.231410577146084,10.3333333333333,15,"Replogle_exp6","HUS1+SREBF2_3"
"5628","baseReg",0.2448,3,0.99150629747373,5,0.983794089609152,5,0,2,0.479557489291376,8,0.400300902049319,6,0.516659796403929,4.83333333333333,6,"Replogle_exp6","HUS1+SREBF2_3"
"5629","biolord",0.00219999999999998,13,0.973620986725556,6,0.953288846520496,8,0,2,0.460514688522379,9,0.393329583211451,10,0.463825684163314,8,8,"Replogle_exp6","HUS1+SREBF2_3"
"5630","baseControl",0.039,9,1,1,1,1,0,2,0.492880029680596,4,0.400265488727975,8,0.488690919734762,4.16666666666667,3,"Replogle_exp6","HUS1+SREBF2_3"
"5631","CPA",0.0734,8,0,15,0,15,0,2,0.284171472899592,14,0.982672212207384,2,0.223373947517829,9.33333333333333,12,"Replogle_exp6","HUS1+SREBF2_3"
"5632","GEARS",-0.1015,14,0.957046132938578,8,0.916110581506196,10,0,2,0.433700967992175,10,0.306663948515135,12,0.418670271825347,9.33333333333333,12,"Replogle_exp6","HUS1+SREBF2_3"
"5633","GeneCompass",0.0133,11,0.964981677870265,7,0.933269780743565,9,0,2,0.429208405005228,11,0.285003398001478,13,0.437627210270089,8.83333333333333,10,"Replogle_exp6","HUS1+SREBF2_3"
"5634","GenePert",0.2262,4,0.997888708229184,2,0.997140133460439,2,0,2,0.487227225201525,5,0.400295780294274,7,0.518125307864237,3.66666666666667,1,"Replogle_exp6","HUS1+SREBF2_3"
"5635","linearModel",0.3335,1,0.995000849370253,3,0.991420400381316,3,0,2,0.482195015008938,7,0.399931533827825,9,0.533674633098055,4.16666666666667,3,"Replogle_exp6","HUS1+SREBF2_3"
"5636","scELMo",0.0171,10,0.948115611425243,9,0.898951382268827,11,0,2,0.425005902391312,12,0.381023426121698,11,0.445032720367847,9.16666666666667,11,"Replogle_exp6","HUS1+SREBF2_3"
"5637","scFoundation",0.1833,6,0.772004756473415,11,0.829361296472831,13,0,2,0.868319336233937,3,0,15,0.44216423153003,8.33333333333333,9,"Replogle_exp6","HUS1+SREBF2_3"
"5638","scGPT",0.00529999999999997,12,0.67833135146941,14,0.954242135367016,7,0,2,0.969719046173564,2,0.853611715644597,3,0.576867374775765,6.66666666666667,7,"Replogle_exp6","HUS1+SREBF2_3"
"5639","scouter",0.2087,5,0.69177566918242,12,0.973307912297426,6,0,2,1,1,1,1,0.645630596913308,4.5,5,"Replogle_exp6","HUS1+SREBF2_3"
"5640","trainMean",0.2986,2,0.992088722789817,4,0.984747378455672,4,0,2,0.483692536004587,6,0.403780406721739,5,0.527151507328636,3.83333333333333,2,"Replogle_exp6","HUS1+SREBF2_3"
"5641","AttentionPert",0.5681,6,0.852493074792244,3,0.876807039597737,4,0,4,0.8957054396956,7,0.157579168669221,14,0.558447453792467,6.33333333333333,6,"Replogle_exp6","POLR1D_3"
"5642","baseMLP",0.3188,13,0,15,0,15,0.04,2,0,15,0.205379507348103,7,0.0940299178913505,11.1666666666667,14,"Replogle_exp6","POLR1D_3"
"5643","baseReg",-0.1933,15,0.762895576261227,10,0.788057825267128,14,0,4,0.78638319014093,14,0.183020042369499,13,0.387842772339797,11.6666666666667,15,"Replogle_exp6","POLR1D_3"
"5644","biolord",0.7092,4,0.846994879543356,4,0.868636077938403,5,0,4,0.871317087357464,9,0.193288546094018,10,0.58157276515554,6,4,"Replogle_exp6","POLR1D_3"
"5645","baseControl",0.356,12,0.80596826995719,8,0.827152734129478,12,0.01,3,0.828755619645432,13,0.18998625487301,11,0.502977146434185,9.83333333333333,13,"Replogle_exp6","POLR1D_3"
"5646","CPA",0.4569,10,0.620288760177957,14,0.827906976744186,11,0,4,0.91426753753499,5,1,1,0.636560545742855,7.5,9,"Replogle_exp6","POLR1D_3"
"5647","GEARS",0.2841,14,0.799315873415596,9,0.826649905719673,13,0,4,0.847883620324031,11,0.244760880288157,4,0.500451713291243,9.16666666666667,12,"Replogle_exp6","POLR1D_3"
"5648","GeneCompass",0.5528,7,0.834414085452867,6,0.86147077309868,7,0,4,0.879488142699611,8,0.244664004460657,5,0.562139500951969,6.16666666666667,5,"Replogle_exp6","POLR1D_3"
"5649","GenePert",0.697,5,0.84417233274574,5,0.862727844123193,6,0,4,0.86177186966058,10,0.185450877336935,12,0.575187153977741,7,7,"Replogle_exp6","POLR1D_3"
"5650","linearModel",0.9736,1,1,1,1,1,0.31,1,1,1,0.195052643807509,8,0.746442107301251,2.16666666666667,1,"Replogle_exp6","POLR1D_3"
"5651","scELMo",0.7517,3,0.854381767816671,2,0.880578252671276,3,0,4,0.909667607818426,6,0.211125170753941,6,0.601242133176719,4,2,"Replogle_exp6","POLR1D_3"
"5652","scFoundation",0.5407,8,0.750031478217074,11,0.838214959145192,10,0,4,0.941621123807908,3,0,15,0.511761260195029,8.5,11,"Replogle_exp6","POLR1D_3"
"5653","scGPT",0.4126,11,0.627948459665911,13,0.838717787554997,9,0,4,0.929858342522691,4,0.936649503179892,2,0.624295682153915,7.16666666666667,8,"Replogle_exp6","POLR1D_3"
"5654","scouter",0.8817,2,0.679929488793755,12,0.884475172847266,2,0,4,0.983474910025084,2,0.891040626676222,3,0.720103366390388,4.16666666666667,3,"Replogle_exp6","POLR1D_3"
"5655","trainMean",0.5342,9,0.819346512213548,7,0.839094908862351,8,0,4,0.835617948935448,12,0.194368970158717,9,0.537104723361677,8.16666666666667,10,"Replogle_exp6","POLR1D_3"
"5656","AttentionPert",-0.2188,12,0.984831007036567,7,0.989191526156507,8,0,3,0.951562626836594,12,0.105585303018164,14,0.468728410507972,9.33333333333333,13,"Replogle_exp6","RAD1_3"
"5657","baseMLP",0.1579,4,0,15,0,15,0.13,1,0,15,0.158475247945578,5,0.0743958746575964,9.16666666666667,11,"Replogle_exp6","RAD1_3"
"5658","baseReg",0.256,3,0.998832045218595,2,0.996973627323822,3,0,3,0.961023622047244,5,0.153700959457749,8,0.561088375674568,4,3,"Replogle_exp6","RAD1_3"
"5659","biolord",-0.1194,8,0.981255046718191,9,0.988326848249027,10,0,3,0.95238249857943,11,0.155761708137952,6,0.493054350280767,7.83333333333333,8,"Replogle_exp6","RAD1_3"
"5660","baseControl",-0.3756,15,0.991478255854193,5,0.993514915693904,7,0.01,2,0.955414400519523,9,0.153372773024058,9,0.454696724181946,7.83333333333333,8,"Replogle_exp6","RAD1_3"
"5661","CPA",-0.2064,11,0.892519321721075,14,0.976221357544315,13,0,3,0.97883350921341,3,1,1,0.606862364746467,7.5,7,"Replogle_exp6","RAD1_3"
"5662","GEARS",-0.1464,9,0.996640327604107,3,0.993947254647644,6,0,3,0.95424547447033,10,0.151378017178306,10,0.491635178983398,6.83333333333333,6,"Replogle_exp6","RAD1_3"
"5663","GeneCompass",-0.1907,10,0.987080401430384,6,0.988326848249027,10,0,3,0.95691208702005,6,0.137254639632637,12,0.479812329388683,7.83333333333333,8,"Replogle_exp6","RAD1_3"
"5664","GenePert",-0.00229999999999997,5,0.994751413081094,4,0.994379593601384,4,0,3,0.955954217063073,8,0.161915347372475,4,0.517450095186338,4.66666666666667,4,"Replogle_exp6","RAD1_3"
"5665","linearModel",-0.3112,14,0.982004844849464,8,0.988759187202767,9,0,3,0.948948778309928,14,0.154527694609003,7,0.460506750828527,9.16666666666667,11,"Replogle_exp6","RAD1_3"
"5666","scELMo",-0.1051,6,0.978255854193102,10,0.984868136619109,12,0,3,0.949111129150093,13,0.117647647711209,13,0.487463794612252,9.5,14,"Replogle_exp6","RAD1_3"
"5667","scFoundation",-0.2205,13,0.925510439497058,13,0.942931258106355,14,0,3,0.956420975728549,7,0,15,0.434060445555327,10.8333333333333,15,"Replogle_exp6","RAD1_3"
"5668","scGPT",0.4923,1,0.961284461875649,11,1,1,0,3,1,1,0.654320593225956,3,0.684650842516934,3.33333333333333,1,"Replogle_exp6","RAD1_3"
"5669","scouter",-0.1136,7,0.957665243972777,12,0.994379593601384,4,0,3,0.996671807776605,2,0.761112849891058,2,0.599371582540304,5,5,"Replogle_exp6","RAD1_3"
"5670","trainMean",0.3631,2,1,1,0.997838305231301,2,0,3,0.961591849987824,4,0.147892498601035,11,0.578403775636693,3.83333333333333,2,"Replogle_exp6","RAD1_3"
"5671","AttentionPert",0.4775,6,0.576986674448011,10,0.552301255230126,7,0,3,0.394499508884722,6,0.116831786267907,14,0.353019870805128,7.66666666666667,9,"Replogle_exp6","RPL15_3"
"5672","baseMLP",0.9776,2,0,15,0.0627615062761507,14,0,3,0,15,0.182416321898478,5,0.203796304695772,9,13,"Replogle_exp6","RPL15_3"
"5673","baseReg",0.2621,11,0.607431183736991,6,0.564853556485356,6,0,3,0.385778492127273,8,0.175675931869763,9,0.33263986070323,7.16666666666667,6,"Replogle_exp6","RPL15_3"
"5674","biolord",0.7637,4,0.7858185001459,3,0.723849372384937,3,0,3,0.506503556865196,5,0.176608964770532,8,0.492746732361094,4.33333333333333,3,"Replogle_exp6","RPL15_3"
"5675","baseControl",-0.0228999999999999,13,0.583795350646824,8,0.539748953974895,10,0.01,2,0.378069470488436,9,0.178668762874732,7,0.277897089664148,8.16666666666667,10,"Replogle_exp6","RPL15_3"
"5676","CPA",-0.0779000000000001,14,0.276140453263301,13,0.518828451882845,12,0,3,0.717296187159568,2,1,1,0.405727515384286,7.5,8,"Replogle_exp6","RPL15_3"
"5677","GEARS",0.0491,12,0.625620075868106,4,0.548117154811716,8,0,3,0.373872667202429,10,0.1925123673248,4,0.298203710867842,6.83333333333333,5,"Replogle_exp6","RPL15_3"
"5678","GeneCompass",0.3391,7,0.590312226437117,7,0.543933054393305,9,0,3,0.371848676965205,12,0.140187674062724,13,0.330896938643059,8.5,12,"Replogle_exp6","RPL15_3"
"5679","GenePert",0.3157,8,0.61754693123237,5,0.573221757322176,5,0,3,0.37318808226925,11,0.165158446253329,11,0.340802536179521,7.16666666666667,6,"Replogle_exp6","RPL15_3"
"5680","linearModel",0.9043,3,0.905748468047855,2,0.815899581589958,2,0.1,1,0.573711938565943,4,0.17896989997054,6,0.579771648029049,3,2,"Replogle_exp6","RPL15_3"
"5681","scELMo",0.3064,9,0.577375741659372,9,0.539748953974895,10,0,3,0.39307080989374,7,0.15728726342869,12,0.328980461492783,8.33333333333333,11,"Replogle_exp6","RPL15_3"
"5682","scFoundation",0.2743,10,0.217585837953507,14,0,15,0,3,0.328838884424204,13,0,15,0.136787453729618,11.6666666666667,15,"Replogle_exp6","RPL15_3"
"5683","scGPT",0.9928,1,1,1,1,1,0,3,1,1,0.852650374789801,2,0.807575062464967,1.5,1,"Replogle_exp6","RPL15_3"
"5684","scouter",0.5621,5,0.480011672016341,12,0.606694560669456,4,0,3,0.717177128910319,3,0.816417484104566,3,0.530400140950114,5,4,"Replogle_exp6","RPL15_3"
"5685","trainMean",-0.3805,15,0.5205719288007,11,0.481171548117155,13,0,3,0.321397743846177,14,0.170210665968836,10,0.185475314455478,11,14,"Replogle_exp6","RPL15_3"
"5686","AttentionPert",0.8434,3,0.832227515856546,2,0.857631466438649,2,0,3,0.778492041309966,4,0.0442334175643664,13,0.559330740194921,4.5,3,"Replogle_exp6","XRCC6_3"
"5687","baseMLP",0.2445,12,0.00759945050127153,14,0,15,0.13,2,0,15,0.118684471033042,8,0.0834639869223857,11,15,"Replogle_exp6","XRCC6_3"
"5688","baseReg",0.8423,4,0.752871715429807,3,0.771269773407439,3,0,3,0.669509918601562,8,0.107888089106378,11,0.523973249424198,5.33333333333333,4,"Replogle_exp6","XRCC6_3"
"5689","biolord",0.5767,8,0.382106216935083,9,0.4377939290295,13,0,3,0.367825015786259,13,0.108304767338729,10,0.312121654848262,9.33333333333333,12,"Replogle_exp6","XRCC6_3"
"5690","baseControl",-0.2376,15,0.371291614298658,10,0.366823428815733,14,0,3,0.320003864614281,14,0.121907898385044,6,0.157071134352286,10.3333333333333,14,"Replogle_exp6","XRCC6_3"
"5691","CPA",0.2613,11,0,15,0.46387345019239,9,0,3,0.735360185501486,5,1,1,0.410088939282313,7.33333333333333,8,"Replogle_exp6","XRCC6_3"
"5692","GEARS",0.7633,5,0.707479613012598,4,0.725523728088927,4,0,3,0.692211076950681,7,0.0701324281034038,12,0.493107807692602,5.83333333333333,5,"Replogle_exp6","XRCC6_3"
"5693","GeneCompass",0.578,7,0.494168883173063,6,0.505771697306541,7,0,3,0.492448474685051,9,0.1270165390187,4,0.366234265697226,6,6,"Replogle_exp6","XRCC6_3"
"5694","GenePert",0.6669,6,0.569140385233683,5,0.573321932449765,6,0,3,0.488463091208347,10,0.116348815744972,9,0.402362370772795,6.5,7,"Replogle_exp6","XRCC6_3"
"5695","linearModel",0.9795,1,1,1,1,1,0.16,1,0.874306871077158,3,0.122397425823813,5,0.689367382816828,2,1,"Replogle_exp6","XRCC6_3"
"5696","scELMo",0.2379,13,0.434396282114986,8,0.445917058572039,12,0,3,0.421563857575162,11,0.024940454461602,14,0.260786275453965,10.1666666666667,13,"Replogle_exp6","XRCC6_3"
"5697","scFoundation",0.3851,9,0.301230526408091,11,0.499786233433091,8,0,3,0.920789209444841,2,0,15,0.351150994881004,8,9,"Replogle_exp6","XRCC6_3"
"5698","scGPT",0.2275,14,0.0536053546897379,13,0.448482257374947,11,0,3,0.726209330973158,6,0.724766705965257,3,0.36342727483385,8.33333333333333,11,"Replogle_exp6","XRCC6_3"
"5699","scouter",0.9197,2,0.244936135387134,12,0.718255664814023,5,0,3,1,1,0.840936004324994,2,0.620637967421025,4.16666666666667,2,"Replogle_exp6","XRCC6_3"
"5700","trainMean",0.2721,10,0.452518048694941,7,0.450619923044036,10,0,3,0.382082682042311,12,0.119611768881716,7,0.2794887371105,8.16666666666667,10,"Replogle_exp6","XRCC6_3"
"5701","AttentionPert",0.00519999999999998,13,0.96,10,0.76840490797546,12,0,4,0.377723826391515,5,0.00527603124766318,14,0.352767460935773,9.66666666666667,13,"Schmidt","ABCB10_1"
"5702","baseMLP",0.08,10,0.765822994210091,11,0,15,0.03,1,0,15,0.116189202729537,7,0.165335366156605,9.83333333333333,14,"Schmidt","ABCB10_1"
"5703","baseReg",0.311,3,1,1,0.886503067484663,3,0,4,0.256297387116674,9,0.116186591031995,8,0.428331174272222,4.66666666666667,3,"Schmidt","ABCB10_1"
"5704","biolord",0.168,6,0.986104218362283,3,0.832822085889571,6,0,4,0.244078724801496,11,0.115424450398414,10,0.391071579908627,6.66666666666667,7,"Schmidt","ABCB10_1"
"5705","baseControl",-0.179,15,0.972208436724566,7,0.776073619631902,11,0.01,2,0.213420628445205,14,0.114817441789043,11,0.317920021098453,10,15,"Schmidt","ABCB10_1"
"5706","CPA",0.1599,7,0.406947890818859,12,0.757668711656442,13,0.01,2,0.971463254462598,3,1,1,0.550996642822983,6.33333333333333,6,"Schmidt","ABCB10_1"
"5707","GEARS",0.0161,12,0.970719602977668,8,0.78680981595092,9,0,4,0.345967244432947,8,0.102497286688858,12,0.370348991675066,8.83333333333333,10,"Schmidt","ABCB10_1"
"5708","GeneCompass",0.214,5,0.985541770057899,4,0.848159509202454,5,0,4,0.377329804382002,6,0.0594017239849756,13,0.414072134604555,6.16666666666667,5,"Schmidt","ABCB10_1"
"5709","GenePert",0.0557,11,0.974259718775848,6,0.791411042944785,8,0,4,0.231883942608107,13,0.118558746484545,6,0.361968908468881,8,9,"Schmidt","ABCB10_1"
"5710","linearModel",0.3052,4,0.998114143920596,2,0.883435582822086,4,0,4,0.252333286899763,10,0.119008208528318,5,0.42634853702846,4.83333333333333,4,"Schmidt","ABCB10_1"
"5711","scELMo",0.0919,9,0.970057899090157,9,0.785276073619632,10,0,4,0.351766134007283,7,0,15,0.366500017786179,9,11,"Schmidt","ABCB10_1"
"5712","scFoundation",-0.00609999999999999,14,0.0728866832092638,14,0.179447852760736,14,0,4,0.771037392290701,4,0.137917884650637,4,0.192531635485223,9,11,"Schmidt","ABCB10_1"
"5713","scGPT",0.5251,1,0,15,1,1,0,4,1,1,0.926074936525414,2,0.575195822754236,4,1,"Schmidt","ABCB10_1"
"5714","scouter",0.4215,2,0.122514474772539,13,0.915644171779141,2,0,4,0.981970508049591,2,0.646253143220931,3,0.514647049637034,4.33333333333333,2,"Schmidt","ABCB10_1"
"5715","trainMean",0.1463,8,0.985210918114144,5,0.828220858895706,7,0,4,0.237451991005154,12,0.115699825945026,9,0.385480598993338,7.5,8,"Schmidt","ABCB10_1"
"5716","AttentionPert",0.4453,6,0.998559879553563,3,0.978723404255319,6,0,3,0.420125929002818,6,0.00456811083880271,14,0.474546220608417,6.33333333333333,4,"Schmidt","CBY1_1"
"5717","baseMLP",-0.1003,14,0.652603672307138,11,0,15,0.02,1,0,15,0.0321116079562555,13,0.100735880043899,11.5,15,"Schmidt","CBY1_1"
"5718","baseReg",0.4941,4,0.998036199391222,5,0.991041433370661,4,0,3,0.277133456652512,14,0.0378723971270515,10,0.466363914423574,6.66666666666667,8,"Schmidt","CBY1_1"
"5719","biolord",0.6139,2,0.999214479756489,2,0.994400895856663,3,0,3,0.283211757358061,9,0.0367979016505805,12,0.487920839103632,5.16666666666667,3,"Schmidt","CBY1_1"
"5720","baseControl",0.2279,11,0.993159427879423,8,0.977603583426652,8,0.02,1,0.280644766057143,11,0.0392232563784246,8,0.423088505623607,7.83333333333333,11,"Schmidt","CBY1_1"
"5721","CPA",-0.0081,13,0.549340490295552,12,0.924972004479283,13,0,3,1,1,1,1,0.577702082462473,7.16666666666667,10,"Schmidt","CBY1_1"
"5722","GEARS",0.3443,9,0.998068929401368,4,0.975363941769317,10,0,3,0.401768504600562,8,0.0700045552429343,5,0.46491765516903,6.5,7,"Schmidt","CBY1_1"
"5723","GeneCompass",0.162,12,0.990410107027133,10,0.954087346024636,12,0,3,0.417427450371003,7,0.0405216815981829,6,0.427407764170159,8.33333333333333,13,"Schmidt","CBY1_1"
"5724","GenePert",0.3261,10,0.994403168264982,7,0.978723404255319,6,0,3,0.280713498071021,10,0.0375949953796416,11,0.436255844328494,7.83333333333333,11,"Schmidt","CBY1_1"
"5725","linearModel",0.5709,3,1,1,0.996640537513998,2,0,3,0.279323916051316,12,0.0396903234118523,7,0.481092462829528,4.66666666666667,2,"Schmidt","CBY1_1"
"5726","scELMo",0.3695,7,0.993159427879423,8,0.964165733482643,11,0,3,0.441875128872526,5,0.0730187609138891,4,0.47361984185808,6.33333333333333,4,"Schmidt","CBY1_1"
"5727","scFoundation",-0.1716,15,0,15,0.210526315789474,14,0,3,0.724297962245206,4,0,15,0.127204046339113,11,14,"Schmidt","CBY1_1"
"5728","scGPT",0.358,8,0.180506005956862,14,0.977603583426652,8,0,3,0.937827410924804,3,0.539288053776564,2,0.49887084234748,6.33333333333333,4,"Schmidt","CBY1_1"
"5729","scouter",0.7044,1,0.205544463718784,13,1,1,0,3,0.95476238147463,2,0.329327474146676,3,0.532339053223348,3.83333333333333,1,"Schmidt","CBY1_1"
"5730","trainMean",0.4658,5,0.997152489117272,6,0.987681970884658,5,0,3,0.279279090824874,13,0.0386039730375742,9,0.46141958731073,6.83333333333333,9,"Schmidt","CBY1_1"
"5731","AttentionPert",0.2599,5,0.813457556935818,4,0.833217027215632,5,0,3,0.384183148161856,6,0.138113915897384,10,0.404811941368448,5.5,5,"Schmidt","CBY1+EMP3_1"
"5732","baseMLP",-0.7616,15,0.609862601166949,14,0.559665038381019,14,0.03,1,0.0896292757114691,14,0.145969810480182,6,0.112254454289937,10.6666666666667,13,"Schmidt","CBY1+EMP3_1"
"5733","baseReg",0.1159,8,0.79725202333898,7,0.82205163991626,6,0,3,0.352433698292744,8,0.140581456522751,8,0.371369803011789,6.66666666666667,7,"Schmidt","CBY1+EMP3_1"
"5734","biolord",0.3354,4,0.80781102955016,5,0.839497557571528,4,0,3,0.384768608555797,5,0.13912389953575,9,0.417766849202206,5,4,"Schmidt","CBY1+EMP3_1"
"5735","baseControl",0.3765,3,0.819687558817994,3,0.8506629448709,3,0.01,2,0.397372830600063,4,0.147520682847906,5,0.433624002856144,3.33333333333333,3,"Schmidt","CBY1+EMP3_1"
"5736","CPA",-0.5516,13,0.681422924901186,13,0.789951151430565,10,0,3,0.79170395892356,3,0.933931548056705,2,0.440901597218669,7.33333333333333,8,"Schmidt","CBY1+EMP3_1"
"5737","GEARS",0.00339999999999996,9,0.805025409373235,6,0.804605722260991,9,0,3,0.358382514249568,7,0.154999261251148,4,0.354402151189157,6.33333333333333,6,"Schmidt","CBY1+EMP3_1"
"5738","GeneCompass",-0.2218,11,0.745473367212498,12,0.74808094905792,13,0,3,0.249931023344392,13,0.122828642279439,14,0.274085663649042,11,14,"Schmidt","CBY1+EMP3_1"
"5739","GenePert",-0.305,12,0.745605119518163,11,0.758548499651082,12,0,3,0.303221378052638,11,0.142154848402839,7,0.27408830760412,9.33333333333333,11,"Schmidt","CBY1+EMP3_1"
"5740","linearModel",0.1722,6,0.79124788255223,8,0.821353803210049,7,0,3,0.344055558172556,9,0.131126715392106,11,0.376663993221157,7.33333333333333,8,"Schmidt","CBY1+EMP3_1"
"5741","scELMo",-0.1531,10,0.766685488424619,10,0.768318213538032,11,0,3,0.29091325092025,12,0.127280546786816,12,0.300016249944953,9.66666666666667,12,"Schmidt","CBY1+EMP3_1"
"5742","scFoundation",-0.6461,14,0,15,0,15,0,3,0,15,0,15,-0.107683333333333,12.8333333333333,15,"Schmidt","CBY1+EMP3_1"
"5743","scGPT",0.986,1,1,1,1,1,0,3,1,1,1,1,0.831,1.33333333333333,1,"Schmidt","CBY1+EMP3_1"
"5744","scouter",0.9537,2,0.937530585356672,2,0.96231681786462,2,0,3,0.955155079710096,2,0.744234286355362,3,0.758822794881125,2.33333333333333,2,"Schmidt","CBY1+EMP3_1"
"5745","trainMean",0.1675,7,0.786805947675513,9,0.819260293091417,8,0,3,0.334614168141533,10,0.126814505526501,13,0.372499152405827,8.33333333333333,10,"Schmidt","CBY1+EMP3_1"
"5746","AttentionPert",0.00109999999999999,8,0.825468436700546,10,0.954901960784314,10,0,2,0.151711853340349,14,0.0511634529620671,14,0.330724283964546,9.66666666666667,11,"Schmidt","CBY1+LCP2_1"
"5747","baseMLP",-0.0407999999999999,10,0.839089400539307,7,0.979084967320261,6,0.01,1,0.3371156174526,7,0.128604864986035,7,0.375515808383034,6.33333333333333,7,"Schmidt","CBY1+LCP2_1"
"5748","baseReg",-0.1534,12,0.804933278019775,13,0.932679738562092,13,0,2,0.295056195444778,11,0.109573288281768,11,0.331473750051402,10.3333333333333,13,"Schmidt","CBY1+LCP2_1"
"5749","biolord",-0.0529999999999999,11,0.833748185023854,8,0.966013071895425,7,0,2,0.345407060404556,6,0.13248704574912,6,0.370775893845493,6.66666666666667,9,"Schmidt","CBY1+LCP2_1"
"5750","baseControl",-0.0369999999999999,9,0.820974210053239,11,0.949673202614379,12,0,2,0.330320184085247,8,0.125456270358689,8,0.364903977851926,8.33333333333333,10,"Schmidt","CBY1+LCP2_1"
"5751","CPA",0.1239,3,1,1,1,1,0,2,0.992722800834215,2,0.956553194852215,2,0.678862665947738,1.83333333333333,1,"Schmidt","CBY1+LCP2_1"
"5752","GEARS",0.1469,1,0.863392795408975,6,0.995424836601307,3,0,2,0.321274397317325,10,0.120680518601003,10,0.407945424654768,5.33333333333333,6,"Schmidt","CBY1+LCP2_1"
"5753","GeneCompass",0.0665,5,0.884740371983682,5,0.990849673202614,4,0,2,0.413038103871242,5,0.164215630809383,5,0.41989062997782,4.33333333333333,5,"Schmidt","CBY1+LCP2_1"
"5754","GenePert",0.0563,7,0.813247597317292,12,0.95359477124183,11,0,2,0.284165752790755,13,0.104818052848935,13,0.368687695699802,9.66666666666667,11,"Schmidt","CBY1+LCP2_1"
"5755","linearModel",-0.2361,14,0.80171817741824,14,0.93202614379085,14,0,2,0.284501721044925,12,0.10496544404406,12,0.314518581049679,11.3333333333333,14,"Schmidt","CBY1+LCP2_1"
"5756","scELMo",0.0620000000000001,6,0.90247528175344,3,0.986928104575163,5,0,2,0.523153283931209,4,0.227793714948656,4,0.450391730868078,4,3,"Schmidt","CBY1+LCP2_1"
"5757","scFoundation",-0.3902,15,0,15,0,15,0,2,0,15,0,15,-0.0650333333333333,12.8333333333333,15,"Schmidt","CBY1+LCP2_1"
"5758","scGPT",-0.1868,13,0.933520016594068,2,0.996078431372549,2,0,2,1,1,1,1,0.623799741327769,3.5,2,"Schmidt","CBY1+LCP2_1"
"5759","scouter",0.0999,4,0.888024614533638,4,0.957516339869281,9,0,2,0.952108676221688,3,0.783302255019334,3,0.61347531427399,4.16666666666667,4,"Schmidt","CBY1+LCP2_1"
"5760","trainMean",0.1456,2,0.82819954366314,9,0.961437908496732,8,0,2,0.328982650092233,9,0.124838994607408,9,0.398176516143252,6.5,8,"Schmidt","CBY1+LCP2_1"
